Unnamed: 0,Comment text,Class,Repeatedness,Tokens
2094,matthias named his daughter luna,0,1.0,"['matthias', 'named', 'his', 'daughter', 'luna']"
2095,no,0,0.0,['no']
2096,marzia has such a nice accent,0,1.0,"['marzia', 'has', 'such', 'a', 'nice', 'accent']"
2097,""" we were talking about poop before you propose"". romantic asf",0,1.0,"['we', 'were', 'talking', 'about', 'poop', 'before', 'you', 'propose', 'romantic', 'asf']"
2098, _timecode pewds is part of the fbi,0,0.0,"['_timecode', 'pewds', 'is', 'part', 'of', 'the', 'fbi']"
2099,"don't let the wrong ""affected"" distract you from the fact that star lord blew a 5 to 1 advantage against thanos causing half of the avengers to die after he found out gamora was murdered.",1,1.0,"['don', 't', 'let', 'the', 'wrong', 'affected', 'distract', 'you', 'from', 'the', 'fact', 'that', 'star', 'lord', 'blew', 'a', '5', 'to', '1', 'advantage', 'against', 'thanos', 'causing', 'half', 'of', 'the', 'avengers', 'to', 'die', 'after', 'he', 'found', 'out', 'gamora', 'was', 'murdered']"
2100,mayas still alive?? ,0,4.0,"['mayas', 'still', 'alive']"
2101,they should make a montage of them from when they started playing games together or when they started making videos that will be a trip lol,0,1.0,"['they', 'should', 'make', 'a', 'montage', 'of', 'them', 'from', 'when', 'they', 'started', 'playing', 'games', 'together', 'or', 'when', 'they', 'started', 'making', 'videos', 'that', 'will', 'be', 'a', 'trip', 'lol']"
2102,my heart is melting from your releationship!! 3 it's so cute to see you two together,0,2.0,"['my', 'heart', 'is', 'melting', 'from', 'your', 'releationship', '3', 'it', 's', 'so', 'cute', 'to', 'see', 'you', 'two', 'together']"
2103,"thanks gods !!! finally. 8 year subscribed , this is the only one thing that i waiting for from your channel",0,7.0,"['thanks', 'gods', 'finally', '8', 'year', 'subscribed', 'this', 'is', 'the', 'only', 'one', 'thing', 'that', 'i', 'waiting', 'for', 'from', 'your', 'channel']"
2104,we're happy for you,0,1.0,"['we', 're', 'happy', 'for', 'you']"
2105,daaawwwwwwwwwwwwww,0,15.0,['daaawwwwwwwwwwwwww']
2106, oh my god you two are so sweet,0,1.0,"['oh', 'my', 'god', 'you', 'two', 'are', 'so', 'sweet']"
2107,marzia's smile is adorable!,0,0.0,"['marzia', 's', 'smile', 'is', 'adorable']"
2108,they are so cute together! ,0,0.0,"['they', 'are', 'so', 'cute', 'together']"
2109,one question..... w h o i s t h e b e s t m a n e e e e e,0,4.0,"['one', 'question', 'w', 'h', 'o', 'i', 's', 't', 'h', 'e', 'b', 'e', 's', 't', 'm', 'a', 'n', 'e', 'e', 'e', 'e', 'e']"
2110,i want fan art of pewds as a bride with marzia,0,0.0,"['i', 'want', 'fan', 'art', 'of', 'pewds', 'as', 'a', 'bride', 'with', 'marzia']"
2111,i am so happy for you two,0,1.0,"['i', 'am', 'so', 'happy', 'for', 'you', 'two']"
2112,didn't even make me cry,0,0.0,"['didn', 't', 'even', 'make', 'me', 'cry']"
2113,no.,0,0.0,['no']
2114,i want stephano amd mr chair be the best men tho,0,0.0,"['i', 'want', 'stephano', 'amd', 'mr', 'chair', 'be', 'the', 'best', 'men', 'tho']"
2115,gosh i'm so happy for you guys. congrats!,0,1.0,"['gosh', 'i', 'm', 'so', 'happy', 'for', 'you', 'guys', 'congrats']"
2116,i love you so much guys!! you two are meant for each other!! ,0,2.0,"['i', 'love', 'you', 'so', 'much', 'guys', 'you', 'two', 'are', 'meant', 'for', 'each', 'other']"
2117,ahhhhhh,0,5.0,['ahhhhhh']
2118,get a prenup.,0,0.0,"['get', 'a', 'prenup']"
2119,my cousins name is luna.,0,0.0,"['my', 'cousins', 'name', 'is', 'luna']"
2120,congrats pewds,0,0.0,"['congrats', 'pewds']"
2121,edgar will be your best man.,0,1.0,"['edgar', 'will', 'be', 'your', 'best', 'man']"
2122,i watched both of their videos about their engagement when they are @ 33 of trending.. watta coincidence,0,3.0,"['i', 'watched', 'both', 'of', 'their', 'videos', 'about', 'their', 'engagement', 'when', 'they', 'are', '33', 'of', 'trending', 'watta', 'coincidence']"
2123,"her since 30 mil, proud of seeing you guys grow.",0,1.0,"['her', 'since', '30', 'mil', 'proud', 'of', 'seeing', 'you', 'guys', 'grow']"
2124,they are sooooo in love. ,0,6.0,"['they', 'are', 'sooooo', 'in', 'love']"
2125," _timecode - _timecode even the captions went off when a woman starts to rant xd ""i gave you 7 years of my life!!"" killed me you both are going to be an amazing couple, period.",0,6.0,"['_timecode', '_timecode', 'even', 'the', 'captions', 'went', 'off', 'when', 'a', 'woman', 'starts', 'to', 'rant', 'xd', 'i', 'gave', 'you', '7', 'years', 'of', 'my', 'life', 'killed', 'me', 'you', 'both', 'are', 'going', 'to', 'be', 'an', 'amazing', 'couple', 'period']"
2126,wow he held her hand he has a crush on her ooooooooooooooooooooooo (////),0,24.0,"['wow', 'he', 'held', 'her', 'hand', 'he', 'has', 'a', 'crush', 'on', 'her', 'ooooooooooooooooooooooo']"
2127,"wow, finally on trending.",0,1.0,"['wow', 'finally', 'on', 'trending']"
2128,congratulations!,0,0.0,['congratulations']
2129,"the first words were literally,"" hello, thank you very much""",0,2.0,"['the', 'first', 'words', 'were', 'literally', 'hello', 'thank', 'you', 'very', 'much']"
2130,awww! congratulations guys!!,0,3.0,"['awww', 'congratulations', 'guys']"
2131,is she thick tho,0,0.0,"['is', 'she', 'thick', 'tho']"
2132,"""damn we need to slow down to get this video to 10 minutes"" felix 2018",0,1.0,"['damn', 'we', 'need', 'to', 'slow', 'down', 'to', 'get', 'this', 'video', 'to', '10', 'minutes', 'felix', '2018']"
2133,m a r r a g e r e v i e w,0,2.0,"['m', 'a', 'r', 'r', 'a', 'g', 'e', 'r', 'e', 'v', 'i', 'e', 'w']"
2134,an army of more than 60million subs will always be there for you poodiepie 3,0,3.0,"['an', 'army', 'of', 'more', 'than', '60million', 'subs', 'will', 'always', 'be', 'there', 'for', 'you', 'poodiepie', '3']"
2135, oh my god i watchet your chanell in 7 years and i wase waiting for this moments,0,1.0,"['oh', 'my', 'god', 'i', 'watchet', 'your', 'chanell', 'in', '7', 'years', 'and', 'i', 'wase', 'waiting', 'for', 'this', 'moments']"
2136,you two look awsome,0,1.0,"['you', 'two', 'look', 'awsome']"
2137,damn! my bro is getting married and cant wait to see their baby soon. congrats my only one bro!!,0,6.0,"['damn', 'my', 'bro', 'is', 'getting', 'married', 'and', 'cant', 'wait', 'to', 'see', 'their', 'baby', 'soon', 'congrats', 'my', 'only', 'one', 'bro']"
2138,sorry to break it to you but matthias and amanda are youtubers who had a daughter called luna last year.,0,3.0,"['sorry', 'to', 'break', 'it', 'to', 'you', 'but', 'matthias', 'and', 'amanda', 'are', 'youtubers', 'who', 'had', 'a', 'daughter', 'called', 'luna', 'last', 'year']"
2139,congrats pewds!!! ,0,4.0,"['congrats', 'pewds']"
2140,19 trending in the netherlands,0,0.0,"['19', 'trending', 'in', 'the', 'netherlands']"
2141,:o you're still together,0,1.0,"['o', 'you', 're', 'still', 'together']"
2142,i haven't watched marzia in a while and i've noticed improvements in her accent,0,1.0,"['i', 'haven', 't', 'watched', 'marzia', 'in', 'a', 'while', 'and', 'i', 've', 'noticed', 'improvements', 'in', 'her', 'accent']"
2143,congrats you two!!!,0,4.0,"['congrats', 'you', 'two']"
2144,pewdiepie congratulations! you and marzia are great examples of how couples should treat each other. i wish you both health and supreme happiness. please have babies soon and make the donut shaped earth a better place.,0,4.0,"['pewdiepie', 'congratulations', 'you', 'and', 'marzia', 'are', 'great', 'examples', 'of', 'how', 'couples', 'should', 'treat', 'each', 'other', 'i', 'wish', 'you', 'both', 'health', 'and', 'supreme', 'happiness', 'please', 'have', 'babies', 'soon', 'and', 'make', 'the', 'donut', 'shaped', 'earth', 'a', 'better', 'place']"
2145,best man. obviously has to be stephanoo,0,1.0,"['best', 'man', 'obviously', 'has', 'to', 'be', 'stephanoo']"
2146,not yet!!!!!,0,4.0,"['not', 'yet']"
2147,divorce divorce divorce ,0,0.0,"['divorce', 'divorce', 'divorce']"
2148,i bet pewdiepie is a virgin,0,0.0,"['i', 'bet', 'pewdiepie', 'is', 'a', 'virgin']"
2149,lol the question about disagreeing they are disagreeing. is pewds doing that on purpose?,0,2.0,"['lol', 'the', 'question', 'about', 'disagreeing', 'they', 'are', 'disagreeing', 'is', 'pewds', 'doing', 'that', 'on', 'purpose']"
2150,waiting for this for 5 years. thought you would do it when you guys where in the expansive hotel with the pool a couple years back :d,0,1.0,"['waiting', 'for', 'this', 'for', '5', 'years', 'thought', 'you', 'would', 'do', 'it', 'when', 'you', 'guys', 'where', 'in', 'the', 'expansive', 'hotel', 'with', 'the', 'pool', 'a', 'couple', 'years', 'back', 'd']"
2151,you get bob's and veganas pewds??,0,1.0,"['you', 'get', 'bob', 's', 'and', 'veganas', 'pewds']"
2152,"im belorussian.for those who dont know,belarus is situated in eastern europe,so russian is a native language for me.and i feel really awkward watching pewdewpies video,in which he is in a sweatshirt that sayssuka blyad.because in russian speaking countries the only people who often say such things like suka blyad almost always are white trashes.thats why i think it is not a good idea to spread such merch like that. you just would look ridiculous from the russian speakers point of view",0,9.0,"['im', 'belorussian', 'for', 'those', 'who', 'dont', 'know', 'belarus', 'is', 'situated', 'in', 'eastern', 'europe', 'so', 'russian', 'is', 'a', 'native', 'language', 'for', 'me', 'and', 'i', 'feel', 'really', 'awkward', 'watching', 'pewdewpies', 'video', 'in', 'which', 'he', 'is', 'in', 'a', 'sweatshirt', 'that', 'sayssuka', 'blyad', 'because', 'in', 'russian', 'speaking', 'countries', 'the', 'only', 'people', 'who', 'often', 'say', 'such', 'things', 'like', 'suka', 'blyad', 'almost', 'always', 'are', 'white', 'trashes', 'thats', 'why', 'i', 'think', 'it', 'is', 'not', 'a', 'good', 'idea', 'to', 'spread', 'such', 'merch', 'like', 'that', 'you', 'just', 'would', 'look', 'ridiculous', 'from', 'the', 'russian', 'speakers', 'point', 'of', 'view']"
2153,i'm so happy oh my god ,0,1.0,"['i', 'm', 'so', 'happy', 'oh', 'my', 'god']"
2154,the voice,0,0.0,"['the', 'voice']"
2155,"i'm crying this is just sooooo damn cute . ma heart can't even take it. mashallah :"""""") i hope they are together like hear and in the after life . god them ",0,13.0,"['i', 'm', 'crying', 'this', 'is', 'just', 'sooooo', 'damn', 'cute', 'ma', 'heart', 'can', 't', 'even', 'take', 'it', 'mashallah', 'i', 'hope', 'they', 'are', 'together', 'like', 'hear', 'and', 'in', 'the', 'after', 'life', 'god', 'them']"
2156,"""we rarely disagree"" -starts to disagree",0,2.0,"['we', 'rarely', 'disagree', 'starts', 'to', 'disagree']"
2157,cyka blyat,0,0.0,"['cyka', 'blyat']"
2158,her voice,0,2.0,"['her', 'voice']"
2159,your shirt cyka blyad :d :d :d,0,0.0,"['your', 'shirt', 'cyka', 'blyad', 'd', 'd', 'd']"
2160,awwwww their dog ,0,4.0,"['awwwww', 'their', 'dog']"
2161,trending? wow!,0,0.0,"['trending', 'wow']"
2162,19? not bad,0,0.0,"['19', 'not', 'bad']"
2163, _timecode i feel sorry for maya..,0,4.0,"['_timecode', 'i', 'feel', 'sorry', 'for', 'maya']"
2164,this is too cute,0,1.0,"['this', 'is', 'too', 'cute']"
2165,looks like naruto is finally getting married with hinata. about time.,0,4.0,"['looks', 'like', 'naruto', 'is', 'finally', 'getting', 'married', 'with', 'hinata', 'about', 'time']"
2166,i've been waiting since 2011 for this,0,2.0,"['i', 've', 'been', 'waiting', 'since', '2011', 'for', 'this']"
2167,if internet says don't get married then?,0,1.0,"['if', 'internet', 'says', 'don', 't', 'get', 'married', 'then']"
2168,"cyka blyat? oh , lol",0,0.0,"['cyka', 'blyat', 'oh', 'lol']"
2169,yt playing this after the proposal ..... so i frickin hope yall are ready to get married....,0,9.0,"['yt', 'playing', 'this', 'after', 'the', 'proposal', 'so', 'i', 'frickin', 'hope', 'yall', 'are', 'ready', 'to', 'get', 'married']"
2170,nice,0,0.0,['nice']
2171,congrats main!,0,0.0,"['congrats', 'main']"
2172,so cute,0,0.0,"['so', 'cute']"
2173,i feel so old o.o,0,1.0,"['i', 'feel', 'so', 'old', 'o', 'o']"
2174,who knows?,0,0.0,"['who', 'knows']"
2175,oh man look at the dog,0,1.0,"['oh', 'man', 'look', 'at', 'the', 'dog']"
2176, _timecode matthias is shook.,0,2.0,"['_timecode', 'matthias', 'is', 'shook']"
2177, youtube_video_url ,1,2.0,['youtube_video_url']
2178,there wasn't an option for 100 in the first question,0,1.0,"['there', 'wasn', 't', 'an', 'option', 'for', '100', 'in', 'the', 'first', 'question']"
2179,on the wedding i just see mark and jack,0,2.0,"['on', 'the', 'wedding', 'i', 'just', 'see', 'mark', 'and', 'jack']"
2180,they'll have an rablax wadding,0,3.0,"['they', 'll', 'have', 'an', 'rablax', 'wadding']"
2181,"still like erin, bye.. going back to jacksfilms",0,2.0,"['still', 'like', 'erin', 'bye', 'going', 'back', 'to', 'jacksfilms']"
2182,aww congrats guys!,0,1.0,"['aww', 'congrats', 'guys']"
2183,she punched him... he s her punching bag,0,2.0,"['she', 'punched', 'him', 'he', 's', 'her', 'punching', 'bag']"
2184,youtuber already have daughter name luna... youtuber name is mathias,0,2.0,"['youtuber', 'already', 'have', 'daughter', 'name', 'luna', 'youtuber', 'name', 'is', 'mathias']"
2185,don't tell marzia,0,1.0,"['don', 't', 'tell', 'marzia']"
2186,top 10 anime relationships,0,0.0,"['top', '10', 'anime', 'relationships']"
2187,"please put subtitles in romanian, because i am romanian, and i do not really tepeg english",0,1.0,"['please', 'put', 'subtitles', 'in', 'romanian', 'because', 'i', 'am', 'romanian', 'and', 'i', 'do', 'not', 'really', 'tepeg', 'english']"
2188,i hope this channel doesn't turn to pewdiepie vlogs . please don't,0,1.0,"['i', 'hope', 'this', 'channel', 'doesn', 't', 'turn', 'to', 'pewdiepie', 'vlogs', 'please', 'don', 't']"
2189,"if i could like this more than once, i might have done it 1000x",0,2.0,"['if', 'i', 'could', 'like', 'this', 'more', 'than', 'once', 'i', 'might', 'have', 'done', 'it', '1000x']"
2190,felix: can i copy your homework? jacksfilms: yeah just change it up a bit shows yiay and lwiay shows jacks and erin's marriage and felix and marzias proposal,0,1.0,"['felix', 'can', 'i', 'copy', 'your', 'homework', 'jacksfilms', 'yeah', 'just', 'change', 'it', 'up', 'a', 'bit', 'shows', 'yiay', 'and', 'lwiay', 'shows', 'jacks', 'and', 'erin', 's', 'marriage', 'and', 'felix', 'and', 'marzias', 'proposal']"
2191, oh my god pewds is a soja boi,0,0.0,"['oh', 'my', 'god', 'pewds', 'is', 'a', 'soja', 'boi']"
2192,now i am scared that marzia will get pregnant and felix will stop the youtube channel for a while,0,3.0,"['now', 'i', 'am', 'scared', 'that', 'marzia', 'will', 'get', 'pregnant', 'and', 'felix', 'will', 'stop', 'the', 'youtube', 'channel', 'for', 'a', 'while']"
2193,marriagereview 1year later pregnancyreview 9month kidreview 20years later divorcereview,0,1.0,"['marriagereview', '1year', 'later', 'pregnancyreview', '9month', 'kidreview', '20years', 'later', 'divorcereview']"
2194,i hope stephano will be at the wedding,0,2.0,"['i', 'hope', 'stephano', 'will', 'be', 'at', 'the', 'wedding']"
2195,don't do it! marriage is a trap.,0,1.0,"['don', 't', 'do', 'it', 'marriage', 'is', 'a', 'trap']"
2196,is that actually her voice,0,1.0,"['is', 'that', 'actually', 'her', 'voice']"
2197,why does this women sound like a 5 year old girl?,0,0.0,"['why', 'does', 'this', 'women', 'sound', 'like', 'a', '5', 'year', 'old', 'girl']"
2198,i-i can has invite?,0,0.0,"['i', 'i', 'can', 'has', 'invite']"
2199,where's the beard ,0,0.0,"['where', 's', 'the', 'beard']"
2200,no pewdiepie dont get married we dont wanna lose you man,0,3.0,"['no', 'pewdiepie', 'dont', 'get', 'married', 'we', 'dont', 'wanna', 'lose', 'you', 'man']"
2201,jr.pewds coming soon!!!,0,3.0,"['jr', 'pewds', 'coming', 'soon']"
2202,lol jacksfilms gets married felix we need to get married,0,3.0,"['lol', 'jacksfilms', 'gets', 'married', 'felix', 'we', 'need', 'to', 'get', 'married']"
2203,oh im so happy for my parents,0,1.0,"['oh', 'im', 'so', 'happy', 'for', 'my', 'parents']"
2204,i am dying over here! i can't handle the sweetness! it's so amazing to see felix so genuinely happy and in love! you guys are perfect! you have the type of relationship i aspire to and i couldn't be happier for you!,0,5.0,"['i', 'am', 'dying', 'over', 'here', 'i', 'can', 't', 'handle', 'the', 'sweetness', 'it', 's', 'so', 'amazing', 'to', 'see', 'felix', 'so', 'genuinely', 'happy', 'and', 'in', 'love', 'you', 'guys', 'are', 'perfect', 'you', 'have', 'the', 'type', 'of', 'relationship', 'i', 'aspire', 'to', 'and', 'i', 'couldn', 't', 'be', 'happier', 'for', 'you']"
2205,sorry but her voice tho.,0,1.0,"['sorry', 'but', 'her', 'voice', 'tho']"
2206,i want to see little ducks (lenny),0,3.0,"['i', 'want', 'to', 'see', 'little', 'ducks', 'lenny']"
2207, _timecode _we're gayyy_,0,3.0,"['_timecode', '_we', 're', 'gayyy_']"
2208,they are so fucking cute oh my goood,0,2.0,"['they', 'are', 'so', 'fucking', 'cute', 'oh', 'my', 'goood']"
2209,congrats guys! ),0,0.0,"['congrats', 'guys']"
2210,penis,1,0.0,['penis']
2211,i just focus on the dog tho,0,0.0,"['i', 'just', 'focus', 'on', 'the', 'dog', 'tho']"
2212,jacksfilms names his daughter luna,0,0.0,"['jacksfilms', 'names', 'his', 'daughter', 'luna']"
2213,omgggggggg i am so happy for both of you i have subscrivbe you when i was only like 6 now i am 12 its been so long and now you guys are already married congrats!!!!,0,14.0,"['omgggggggg', 'i', 'am', 'so', 'happy', 'for', 'both', 'of', 'you', 'i', 'have', 'subscrivbe', 'you', 'when', 'i', 'was', 'only', 'like', '6', 'now', 'i', 'am', '12', 'its', 'been', 'so', 'long', 'and', 'now', 'you', 'guys', 'are', 'already', 'married', 'congrats']"
2214,congratssssss,0,5.0,['congratssssss']
2215,i hate his voice ,0,0.0,"['i', 'hate', 'his', 'voice']"
2216,omygod this is too adorable,0,1.0,"['omygod', 'this', 'is', 'too', 'adorable']"
2217,i hope slippy's ghost and ainsley were invited to the wedding,0,2.0,"['i', 'hope', 'slippy', 's', 'ghost', 'and', 'ainsley', 'were', 'invited', 'to', 'the', 'wedding']"
2218,her voice is so weird,0,0.0,"['her', 'voice', 'is', 'so', 'weird']"
2219, you 2 are the perfect couple i could tell even without that test ,0,17.0,"['you', '2', 'are', 'the', 'perfect', 'couple', 'i', 'could', 'tell', 'even', 'without', 'that', 'test']"
2220,"lol just as he said ""everyone is checking right now"" i was caught checking",0,0.0,"['lol', 'just', 'as', 'he', 'said', 'everyone', 'is', 'checking', 'right', 'now', 'i', 'was', 'caught', 'checking']"
2221,yes,0,0.0,['yes']
2222,youre talking about youre marriege while youre wearing a shirt that says a bad word for girls,0,1.0,"['youre', 'talking', 'about', 'youre', 'marriege', 'while', 'youre', 'wearing', 'a', 'shirt', 'that', 'says', 'a', 'bad', 'word', 'for', 'girls']"
2223,congrats,0,0.0,['congrats']
2224,my dad loves pewdiepie! so do me and my sister! maybe we'll react to one of his videos!,1,1.0,"['my', 'dad', 'loves', 'pewdiepie', 'so', 'do', 'me', 'and', 'my', 'sister', 'maybe', 'we', 'll', 'react', 'to', 'one', 'of', 'his', 'videos']"
2225,"he's swedish, she's italian. what language do they speek when off camera...",0,4.0,"['he', 's', 'swedish', 'she', 's', 'italian', 'what', 'language', 'do', 'they', 'speek', 'when', 'off', 'camera']"
2226,congrats pewds i am really happy for you guys,0,2.0,"['congrats', 'pewds', 'i', 'am', 'really', 'happy', 'for', 'you', 'guys']"
2227,they are so freaking cute,0,0.0,"['they', 'are', 'so', 'freaking', 'cute']"
2228,"i'm 52yrs old, here's my warning ..if the two of you are enjoying life together..don't get married if the two of you would like to see the relationship end within 5 years get married...and if you do get her to sign a prenup !!!!!! when two ppl love each other there's nothing worse than having a piece binding the two of you together, stay independently without conditions in love.",0,14.0,"['i', 'm', '52yrs', 'old', 'here', 's', 'my', 'warning', 'if', 'the', 'two', 'of', 'you', 'are', 'enjoying', 'life', 'together', 'don', 't', 'get', 'married', 'if', 'the', 'two', 'of', 'you', 'would', 'like', 'to', 'see', 'the', 'relationship', 'end', 'within', '5', 'years', 'get', 'married', 'and', 'if', 'you', 'do', 'get', 'her', 'to', 'sign', 'a', 'prenup', 'when', 'two', 'ppl', 'love', 'each', 'other', 'there', 's', 'nothing', 'worse', 'than', 'having', 'a', 'piece', 'binding', 'the', 'two', 'of', 'you', 'together', 'stay', 'independently', 'without', 'conditions', 'in', 'love']"
2229,they really meant for each other :) hope it lasts forever,0,1.0,"['they', 'really', 'meant', 'for', 'each', 'other', 'hope', 'it', 'lasts', 'forever']"
2230,shes a gold digger,0,1.0,"['shes', 'a', 'gold', 'digger']"
2231,"i'm guessing a lot of people haven't heard marzia talk before so i'll try and do a quick summary on why on earth she has that voice lol (from what i've seen/heard). in a very old video with felix she is speaking and has a much deeper, 'normal' sounding voice. when i first saw this i thought for sure that this voice she puts on now is fake. but apparently that's the voice she would put on when she was nervous because she was aware of how weird her accent sounded. she is italian so that could have something to do with it at as well, and she had nasal surgery at some point. hope that clears it up lol",0,8.0,"['i', 'm', 'guessing', 'a', 'lot', 'of', 'people', 'haven', 't', 'heard', 'marzia', 'talk', 'before', 'so', 'i', 'll', 'try', 'and', 'do', 'a', 'quick', 'summary', 'on', 'why', 'on', 'earth', 'she', 'has', 'that', 'voice', 'lol', 'from', 'what', 'i', 've', 'seen', 'heard', 'in', 'a', 'very', 'old', 'video', 'with', 'felix', 'she', 'is', 'speaking', 'and', 'has', 'a', 'much', 'deeper', 'normal', 'sounding', 'voice', 'when', 'i', 'first', 'saw', 'this', 'i', 'thought', 'for', 'sure', 'that', 'this', 'voice', 'she', 'puts', 'on', 'now', 'is', 'fake', 'but', 'apparently', 'that', 's', 'the', 'voice', 'she', 'would', 'put', 'on', 'when', 'she', 'was', 'nervous', 'because', 'she', 'was', 'aware', 'of', 'how', 'weird', 'her', 'accent', 'sounded', 'she', 'is', 'italian', 'so', 'that', 'could', 'have', 'something', 'to', 'do', 'with', 'it', 'at', 'as', 'well', 'and', 'she', 'had', 'nasal', 'surgery', 'at', 'some', 'point', 'hope', 'that', 'clears', 'it', 'up', 'lol']"
2232,felix is a confirmed soy boy,0,0.0,"['felix', 'is', 'a', 'confirmed', 'soy', 'boy']"
2233,this video is 3 days later,0,0.0,"['this', 'video', 'is', '3', 'days', 'later']"
2234,"i was expecting pewds to propose by the end of the quiz, wait, did he propose yet? if no, do it pewds",0,0.0,"['i', 'was', 'expecting', 'pewds', 'to', 'propose', 'by', 'the', 'end', 'of', 'the', 'quiz', 'wait', 'did', 'he', 'propose', 'yet', 'if', 'no', 'do', 'it', 'pewds']"
2235,he already did. privately when they were in japan. you should check marzia's youtube channel and there's a video there where pewds and her explained how the proposal happened.,0,2.0,"['he', 'already', 'did', 'privately', 'when', 'they', 'were', 'in', 'japan', 'you', 'should', 'check', 'marzia', 's', 'youtube', 'channel', 'and', 'there', 's', 'a', 'video', 'there', 'where', 'pewds', 'and', 'her', 'explained', 'how', 'the', 'proposal', 'happened']"
2236,congrats pewds!!! i'm sooo proud,0,4.0,"['congrats', 'pewds', 'i', 'm', 'sooo', 'proud']"
2237,i'm sorry pewds but matthias took the name luna,0,3.0,"['i', 'm', 'sorry', 'pewds', 'but', 'matthias', 'took', 'the', 'name', 'luna']"
2238,my dog gets nervous when she talks,0,0.0,"['my', 'dog', 'gets', 'nervous', 'when', 'she', 'talks']"
2239, oh my god why are you talking like a pig ??? thats so annnoooyyying ! ,0,8.0,"['oh', 'my', 'god', 'why', 'are', 'you', 'talking', 'like', 'a', 'pig', 'thats', 'so', 'annnoooyyying']"
2240,yaaay parents,0,2.0,"['yaaay', 'parents']"
2241,blameiton hannah i believe it!,0,1.0,"['blameiton', 'hannah', 'i', 'believe', 'it']"
2242,awwwwwww im so happy for you both cant wait for my invite to the wedding ,0,16.0,"['awwwwwww', 'im', 'so', 'happy', 'for', 'you', 'both', 'cant', 'wait', 'for', 'my', 'invite', 'to', 'the', 'wedding']"
2243,congrats you guys! i hope you two are life long partners!,0,0.0,"['congrats', 'you', 'guys', 'i', 'hope', 'you', 'two', 'are', 'life', 'long', 'partners']"
2244, _timecode oh ma gaw xd rejected,0,0.0,"['_timecode', 'oh', 'ma', 'gaw', 'xd', 'rejected']"
2245,is she always sounds like that?,0,0.0,"['is', 'she', 'always', 'sounds', 'like', 'that']"
2246,my lovely little marzia ,0,3.0,"['my', 'lovely', 'little', 'marzia']"
2247,boy! get married!,0,1.0,"['boy', 'get', 'married']"
2248,shaheb do it!! do it!!,0,2.0,"['shaheb', 'do', 'it', 'do', 'it']"
2249,she looks amazing. her voice is just awfully annoying,0,3.0,"['she', 'looks', 'amazing', 'her', 'voice', 'is', 'just', 'awfully', 'annoying']"
2250,you two are adorable together!!!!!,0,4.0,"['you', 'two', 'are', 'adorable', 'together']"
2251,bonus marriage.,0,1.0,"['bonus', 'marriage']"
2252,that would be with jacksepticeye,0,0.0,"['that', 'would', 'be', 'with', 'jacksepticeye']"
2253,your best man would be marklipier,0,2.0,"['your', 'best', 'man', 'would', 'be', 'marklipier']"
2254,if youre asking if you're ready for marriage then you are not tbh. you know when youre ready and if you rely on views for such a silly question then the odds are you will be divorced in three years.,0,6.0,"['if', 'youre', 'asking', 'if', 'you', 're', 'ready', 'for', 'marriage', 'then', 'you', 'are', 'not', 'tbh', 'you', 'know', 'when', 'youre', 'ready', 'and', 'if', 'you', 'rely', 'on', 'views', 'for', 'such', 'a', 'silly', 'question', 'then', 'the', 'odds', 'are', 'you', 'will', 'be', 'divorced', 'in', 'three', 'years']"
2255,shittttt man...the laast i saw you...you loook shitty...now your engage....congrats,0,17.0,"['shittttt', 'man', 'the', 'laast', 'i', 'saw', 'you', 'you', 'loook', 'shitty', 'now', 'your', 'engage', 'congrats']"
2256,this shirt is best for this video,0,0.0,"['this', 'shirt', 'is', 'best', 'for', 'this', 'video']"
2257,were trending boiiisss,0,4.0,"['were', 'trending', 'boiiisss']"
2258,"sarah and her husband!! her wedding is going to be so awesome, i bet she will be pregnant before their wedding. awwweee. soon sarah he will change that status single to married!!",0,15.0,"['sarah', 'and', 'her', 'husband', 'her', 'wedding', 'is', 'going', 'to', 'be', 'so', 'awesome', 'i', 'bet', 'she', 'will', 'be', 'pregnant', 'before', 'their', 'wedding', 'awwweee', 'soon', 'sarah', 'he', 'will', 'change', 'that', 'status', 'single', 'to', 'married']"
2259,so uh. clears throat ... we talking kids yet? lol pewds jr.? mini marzia? lol,0,2.0,"['so', 'uh', 'clears', 'throat', 'we', 'talking', 'kids', 'yet', 'lol', 'pewds', 'jr', 'mini', 'marzia', 'lol']"
2260,next vid please : are we ready to have sex.,0,0.0,"['next', 'vid', 'please', 'are', 'we', 'ready', 'to', 'have', 'sex']"
